,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
15,0.818603315,0.830044341,0.74624462,0.324707971,0.052305186,0.715966495,0.515101399,0.986039581,0.124621744,0.60011734,0.448727311,0.712068586,0.059083757,0.845623245,0.982323506,0.261376337,0.522012652,0.736999648,0.599833005,0.922453202,0.083845774,0.92510785,0.497025366,0.929234046,0.029214231
16,0.049209756,0.342341933,0.991852047,0.057859644,0.475470297,0.28420125,0.322222952,0.113880131,0.68831696,0.9724044,0.726639929,0.466251485,0.90440292,0.090419757,0.315215031,0.233926809,0.505478086,0.496446719,0.704090154,0.415531707,0.645120699,0.476791315,0.98939524,0.685326385,0.960626418
17,0.19743703,0.915674924,0.123671455,0.161009836,0.490224168,0.254562139,0.525438857,0.224848394,0.72400709,0.747581381,0.051619222,0.518036022,0.668881251,0.468745351,0.849724931,0.673947058,0.437355452,0.883761144,0.756379797,0.540456467,0.837436486,0.012282209,0.158530775,0.663775604,0.049285898
18,0.142987218,0.159394973,0.902720862,0.257231943,0.960392895,0.937910623,0.176760319,0.300708931,0.081811772,0.408542268,0.479667698,0.397875193,0.720798466,0.941163131,0.429071462,0.275307917,0.063022192,0.057609635,0.599430438,0.230941362,0.290831061,0.484456915,0.348080423,0.355061698,0.582153693
19,0.003227705,0.637370401,0.451628462,0.046467746,0.890455999,0.246503327,0.016538017,0.148668021,0.241243462,0.337579584,0.543140587,0.936364073,0.994544534,0.960425944,0.218391556,0.93159902,0.128547308,0.917920595,0.280363745,0.507114255,0.685439566,0.301766964,0.744692638,0.091262763,0.164322613
20,0.392977089,0.13882932,0.577640343,0.224725653,0.189726275,0.170087721,0.360468741,0.53634378,0.095239437,0.419882537,0.941643459,0.816405717,0.552764948,0.461398955,0.221847081,0.242688024,0.295024842,0.639146497,0.116826009,0.973497406,0.52298659,0.843923943,0.63334633,0.155832111,0.289312134
21,0.187099944,0.67733934,0.084451272,0.983694668,0.395465071,0.276594652,0.377127623,0.483920432,0.173296155,0.039728863,0.296878579,0.994432372,0.495350786,0.266609795,0.286653378,0.040435328,0.903104242,0.105624153,0.284908787,0.527259888,0.2274621,0.031001414,0.135997088,0.34523447,0.333400869
22,0.621397396,0.81332511,0.466107852,0.279490096,0.107594129,0.799925017,0.612198345,0.816857719,0.387168637,0.453700422,0.68137337,0.4701448,0.449119369,0.596370506,0.165628706,0.513211218,0.525270249,0.776293913,0.896749438,0.511535675,0.049967956,0.109197879,0.425268831,0.27751055,0.319363709
23,0.684478997,0.848368023,0.29444333,0.363967813,0.663629954,0.821799382,0.291421384,0.125904584,0.538795189,0.439021218,0.443412846,0.547161727,0.662181172,0.655830961,0.276054209,0.44226962,0.353211324,0.726396527,0.710616804,0.64483028,0.172846279,0.166428997,0.197965874,0.986918213,0.884865255
24,0.846289356,0.079461343,0.167613745,0.313739961,0.470995947,0.153023828,0.884237847,0.834040947,0.643633293,0.237323921,0.769483286,0.508145794,0.94153434,0.374669731,0.655560962,0.498473301,0.057021736,0.543491839,0.810231595,0.569693114,0.469569493,0.928138011,0.419214878,0.907942985,0.772351469
25,0.726454639,0.713584294,0.666209653,0.937290182,0.101066446,0.165894976,0.845589013,0.88646915,0.860218588,0.314819978,0.208835095,0.754350144,0.59282529,0.06673721,0.672530961,0.753738561,0.490613264,0.975982991,0.125309501,0.710352726,0.769230755,0.616424519,0.779688392,0.890043974,0.801463623
26,0.896728777,0.809978446,0.136693325,0.373072372,0.292642565,0.08552783,0.400767981,0.659744211,0.246298167,0.920537658,0.691923642,0.951548513,0.376584408,0.236101781,0.844970387,0.973571765,0.126451775,0.138458355,0.740090964,0.049773474,0.019698866,0.713712079,0.590525884,0.499777197,0.924680796
27,0.591244184,0.763826208,0.990478253,0.749328068,0.908792669,0.350802312,0.268552012,0.342045149,0.076288178,0.472879859,0.889999273,0.786173179,0.780757401,0.110250005,0.644455948,0.994715451,0.578511,0.902805565,0.989401178,0.729876238,0.304433681,0.076606907,0.485199057,0.190009723,0.950289843
28,0.049855434,0.315674129,0.926410865,0.33337734,0.943364066,0.294501366,0.618968755,0.576929467,0.708266786,0.350788787,0.351295447,0.717930107,0.354543581,0.800120981,0.028656839,0.488917107,0.841688963,0.318946988,0.811944653,0.612559583,0.865897827,0.548456337,0.765616231,0.352439044,0.105577631
29,0.564864165,0.291460353,0.312354385,0.750032062,0.548093678,0.100017414,0.694255064,0.154302333,0.725266373,0.697781606,0.88921524,0.943540812,0.366363162,0.88229968,0.622402619,0.736777459,0.591150687,0.245826079,0.153389422,0.127413448,0.679183329,0.483788145,0.309628932,0.960022949,0.660600736
30,0.879678187,0.191248751,0.218157557,0.725163103,0.016617192,0.92775635,0.141557534,0.008895803,0.245998555,0.941597553,0.976906716,0.73976235,0.166292548,0.434937245,0.417908945,0.911876858,0.720138344,0.310565803,0.274684541,0.212740467,0.43873161,0.469675074,0.052122374,0.154393199,0.886357284
31,0.737938584,0.389251599,0.192387843,0.862020024,0.902489811,0.605462723,0.858781129,0.898763955,0.795133492,0.929469089,0.028380525,0.168894663,0.082866091,0.658573263,0.828058563,0.302950609,0.533664199,0.653450566,0.604543773,0.830417176,0.431359374,0.372345034,0.795764859,0.375598297,0.809161024
32,0.247857917,0.770718641,0.248681167,0.388141474,0.930356429,0.276887743,0.079840506,0.115504438,0.469086107,0.454889835,0.829947928,0.583212023,0.98857684,0.840217919,0.31028856,0.802637981,0.965018295,0.473652854,0.329681349,0.570195125,0.195523311,0.68310794,0.908009226,0.057300535,0.935173531
33,0.335479543,0.658166544,0.711923863,0.336962747,0.410622141,0.656308631,0.673023552,0.044484552,0.469620956,0.058587518,0.202495068,0.4546378,0.184137154,0.199674188,0.032954523,0.018861184,0.548811835,0.547346884,0.750002113,0.297968086,0.720362877,0.539806433,0.761660797,0.193950618,0.747860539
34,0.87933313,0.588904115,0.107747357,0.110572008,0.478365704,0.033599932,0.83152381,0.247039165,0.085512134,0.75786987,0.726675304,0.734151456,0.740275397,0.824651719,0.920113067,0.585491333,0.166695434,0.566975747,0.489920517,0.384247641,0.255229896,0.770424682,0.67579499,0.626579297,0.442072505
35,0.403585982,0.863513847,0.867179056,0.967273156,0.393815943,0.88240365,0.341637776,0.8831795,0.626574798,0.760607408,0.183386384,0.361016886,0.075481305,0.66878376,0.815004375,0.819585963,0.325594279,0.834674201,0.330490883,0.980880737,0.997087913,0.399027069,0.588700484,0.413924947,0.580201066
36,0.740053741,0.857061775,0.043911481,0.841535988,0.90631622,0.028733846,0.550715974,0.972911915,0.658772895,0.548214678,0.319519357,0.195419841,0.088115212,0.163908404,0.74652974,0.390142498,0.925320156,0.663189537,0.335157589,0.7507387,0.903861967,0.600135657,0.216126447,0.154489343,0.123149157
37,0.42478565,0.511162647,0.958002244,0.905970525,0.435860294,0.825753507,0.32966983,0.941203373,0.422981247,0.63166891,0.987274266,0.839021688,0.027064929,0.58614968,0.035143848,0.283029338,0.648820829,0.097075159,0.089858656,0.277863751,0.08730129,0.465401147,0.788020739,0.623161385,0.92724873
38,0.989169508,0.229333392,0.542958299,0.285522055,0.628180413,0.051647577,0.451430877,0.457901796,0.661745765,0.107670856,0.664666526,0.760673602,0.419305609,0.276210679,0.904756099,0.499713667,0.953763133,0.316802219,0.922204819,0.003152776,0.105717673,0.788387814,0.750544865,0.720905669,0.622261322
39,0.735317705,0.52276895,0.913935363,0.476085188,0.336400958,0.98003362,0.324004693,0.148338581,0.153168008,0.287774581,0.755943455,0.06013956,0.089481459,0.846030572,0.92034809,0.836221766,0.633295983,0.420039363,0.693198614,0.819841252,0.17343479,0.460298406,0.099197027,0.643240227,0.887756053
40,0.918625253,0.904358576,0.025673903,0.365323149,0.860162475,0.061888152,0.648648963,0.659039339,0.444145852,0.977342741,0.02524558,0.469519464,0.717676832,0.294285827,0.954462154,0.890453428,0.087245639,0.771620298,0.707142809,0.399671181,0.473549443,0.974451266,0.476306062,0.929591819,0.919343933
41,0.697686519,0.51843307,0.960764376,0.946941379,0.925315356,0.575672203,0.936022309,0.338306714,0.275431603,0.442351421,0.073215045,0.146362973,0.16553441,0.906791783,0.251163161,0.954667552,0.883349792,0.138073006,0.084384778,0.799565005,0.433639431,0.818529958,0.372249259,0.099935425,0.75569079
42,0.975790027,0.006879336,0.885518547,0.311913373,0.680948453,0.512008355,0.463816801,0.550130646,0.606169135,0.961890531,0.226249672,0.48054824,0.321694449,0.606031851,0.439181869,0.363733262,0.515012005,0.07410961,0.374833441,0.980888654,0.678752782,0.677059827,0.485364531,0.618693953,0.825693424
43,0.460788907,0.887847091,0.76089414,0.215140832,0.212806873,0.574524421,0.861227106,0.262188683,0.847016293,0.325056923,0.211892142,0.689366136,0.908016716,0.538485969,0.940272784,0.254286961,0.12928208,0.31731556,0.202532567,0.617736878,0.509588762,0.322620687,0.28922227,0.342705774,0.292956818
44,0.195640591,0.282625415,0.166970804,0.618553996,0.403903201,0.890639981,0.10197936,0.711430475,0.460893376,0.399997858,0.545034528,0.967966256,0.951110618,0.924307581,0.266219618,0.966274688,0.626195493,0.370266208,0.101460442,0.676102126,0.510832021,0.576703355,0.385404327,0.020411342,0.711915296
45,0.41595014,0.049058486,0.625808885,0.348040702,0.534070896,0.097140449,0.745345896,0.506052518,0.905525227,0.036122911,0.89878598,0.156306879,0.825641668,0.147356289,0.136312307,0.839620048,0.896142259,0.355052162,0.842544936,0.893537228,0.999743481,0.085069686,0.128430096,0.015322753,0.624940904
46,0.515705707,0.833105018,0.417061815,0.637563814,0.646983366,0.959833172,0.435257162,0.192457131,0.699288355,0.074410481,0.970040903,0.526618417,0.234304925,0.885868746,0.975695061,0.533511393,0.537058727,0.671700795,0.477497953,0.10972243,0.685103314,0.657709357,0.788309308,0.62443293,0.460030123
47,0.880927387,0.987438583,0.35933053,0.883934189,0.547215915,0.440663416,0.046764774,0.80224654,0.711140649,0.297292513,0.58211041,0.694394894,0.135953056,0.149234988,0.969073266,0.063258202,0.714031336,0.89697001,0.254017306,0.749546293,0.161715511,0.764377871,0.984269645,0.51897149,0.522091769
48,0.931745954,0.001434382,0.921111243,0.59224601,0.946460889,0.076784811,0.780730899,0.975873927,0.245855159,0.64146845,0.876587473,0.929470279,0.087446318,0.948810841,0.161869653,0.616278845,0.148688355,0.438547551,0.130427372,0.293257095,0.584100493,0.356076758,0.85437387,0.51069526,0.409184305
49,0.037276119,0.051041929,0.578290802,0.27279394,0.343423737,0.286662018,0.955422483,0.232108102,0.864162416,0.546270524,0.772474772,0.973509389,0.994440641,0.365442244,0.963161753,0.634959956,0.202564785,0.508075981,0.535613542,0.646930313,0.930675254,0.278907176,0.309921164,0.656017796,0.602841552
50,0.999218082,0.18895178,0.799977881,0.833611456,0.001826059,0.790156476,0.36299705,0.737961747,0.617342936,0.306798892,0.373527052,0.816272416,0.570953031,0.763956481,0.184372259,0.845014248,0.610531439,0.299897626,0.325223691,0.576093032,0.411343303,0.295650793,0.653087187,0.546423898,0.642451012
51,0.695726489,0.551274836,0.413329244,0.620601338,0.712087959,0.900316211,0.742327895,0.055955324,0.689588928,0.965807245,0.117017816,0.819841443,0.627433574,0.069955107,0.887430206,0.966433679,0.659251706,0.073394648,0.153129994,0.735234223,0.577874663,0.647771577,0.421821041,0.255966597,0.146965422
52,0.175235594,0.650147864,0.638264201,0.698802906,0.453784146,0.902184253,0.421545543,0.522119675,0.384581075,0.402720288,0.491521056,0.025347506,0.487256413,0.828254581,0.253561946,0.211858743,0.136456387,0.950375689,0.113780169,0.202952821,0.556402012,0.140211651,0.403831984,0.42891878,0.304697614
53,0.926256375,0.261794181,0.923117097,0.328261423,0.560910685,0.187374985,0.839712539,0.747449935,0.467876895,0.482088493,0.589709426,0.848485686,0.769476539,0.932252764,0.61040171,0.435823512,0.697931316,0.566706424,0.742970462,0.580384543,0.301113132,0.282081437,0.605932463,0.937739978,0.270054821
54,0.470767148,0.773049681,0.623788967,0.06277371,0.229335936,0.518814571,0.2674437,0.420048173,0.567051911,0.653568425,0.185223068,0.561046098,0.451554423,0.429022107,0.98700251,0.126025199,0.622246275,0.756902317,0.023407061,0.725360421,0.042549882,0.569927995,0.276018079,0.913118388,0.746159071
55,0.422458377,0.254364918,0.778462379,0.012163308,0.504096453,0.228252119,0.440890594,0.252628073,0.148619171,0.310589654,0.242721419,0.881607039,0.473779729,0.922798591,0.472406059,0.249820422,0.574147642,0.520922921,0.023704335,0.760200228,0.286044075,0.275796079,0.892295256,0.956329985,0.776093918
56,0.146433003,0.02797395,0.458365963,0.306370274,0.089864234,0.539655248,0.467896479,0.447660606,0.707584602,0.029964959,0.332557932,0.781435445,0.532510621,0.895641834,0.915027526,0.35383507,0.607837514,0.237032864,0.152329458,0.543541077,0.394570116,0.77120236,0.071188074,0.283250308,0.587093003
57,0.541827095,0.20983495,0.703182753,0.126282763,0.102258247,0.181368651,0.529676115,0.957907027,0.062107925,0.370108254,0.487461315,0.238031075,0.09558298,0.400975372,0.842708752,0.00235626,0.603345031,0.960802529,0.227310271,0.959881989,0.363939929,0.208685873,0.289246033,0.373128941,0.805237721
58,0.812729598,0.625285395,0.756582429,0.562157776,0.589113018,0.060197191,0.441392586,0.4244272,0.8169094,0.172644621,0.92894518,0.707447166,0.955255508,0.577257923,0.142135372,0.421049983,0.212653229,0.040476638,0.50785955,0.45874156,0.450245349,0.655407042,0.868100015,0.566835993,0.716042108
59,0.840816556,0.857907501,0.70969505,0.067828081,0.796556678,0.500808499,0.709878867,0.195146918,0.801227536,0.097574447,0.875664501,0.953424749,0.814349132,0.744839581,0.891502802,0.558222421,0.907824075,0.102118399,0.402672235,0.040663921,0.91428069,0.386468506,0.025423679,0.41638971,0.379704072
60,0.036835703,0.629614135,0.694068433,0.254889562,0.679438375,0.137956084,0.620150596,0.248710219,0.605715023,0.819055258,0.26382775,0.460582789,0.276537224,0.32394113,0.307652691,0.190570974,0.097924869,0.437831179,0.965933826,0.951167272,0.258717029,0.843089783,0.104899013,0.748021253,0.557999925
61,0.512223287,0.647354656,0.248546202,0.285864963,0.590343016,0.70884036,0.646737035,0.921477591,0.299403388,0.676855667,0.508135817,0.459588914,0.062247652,0.738041982,0.103140445,0.284251071,0.514712734,0.930868854,0.251351417,0.351061784,0.612073473,0.536059584,0.414865384,0.725623536,0.854953951
62,0.146564283,0.536535777,0.713135107,0.455257541,0.90190083,0.011509325,0.81381371,0.924391557,0.32619526,0.183918207,0.886410546,0.289075558,0.321175623,0.442109241,0.221482637,0.315872486,0.184323263,0.109652583,0.950250917,0.112761128,0.565177156,0.355195289,0.084241711,0.630727575,0.598713497
63,0.342441618,0.561883258,0.812679598,0.588968559,0.235911464,0.556087993,0.520362363,0.952611409,0.204236017,0.755292523,0.680335077,0.321155625,0.635367875,0.670389247,0.813195083,0.745371557,0.680641288,0.729898591,0.048564431,0.459091797,0.704850162,0.265405465,0.605607291,0.005825628,0.542905924
64,0.795285733,0.173706569,0.121237625,0.71243099,0.776988722,0.430921073,0.231555952,0.948618354,0.446717133,0.695324868,0.855240581,0.823028101,0.155773929,0.304762397,0.712488652,0.043595206,0.450867941,0.437724463,0.593457648,0.936392657,0.99659986,0.441540264,0.085789261,0.290913233,0.12830791
65,0.360512883,0.457131562,0.593238048,0.75053458,0.158550911,0.71798832,0.746724467,0.520024467,0.175281617,0.770578207,0.823222863,0.380100968,0.874164753,0.069350794,0.722567669,0.648108721,0.932189769,0.152589111,0.40312044,0.824911379,0.724040931,0.985796686,0.629202646,0.702895079,0.323008925
66,0.250186782,0.129211404,0.376371224,0.622601748,0.477587773,0.965636355,0.848343572,0.059033493,0.92046141,0.591837395,0.820822729,0.072189485,0.796903872,0.395021372,0.697246908,0.709240822,0.701158241,0.009069621,0.717170214,0.30199902,0.051725752,0.757759587,0.171070491,0.447153786,0.388170285
67,0.996052038,0.667197423,0.701007505,0.532445774,0.059314285,0.579052437,0.629352237,0.844493134,0.854270334,0.844011817,0.598404319,0.780356926,0.592439311,0.084728775,0.790907659,0.970520213,0.675159606,0.611712659,0.017688883,0.238285823,0.4667523,0.570778472,0.10378237,0.251788079,0.449479561
68,0.079466049,0.119208006,0.914999061,0.541364387,0.952771698,0.257161684,0.961679534,0.669182955,0.718005889,0.628533352,0.267058989,0.04175128,0.902705032,0.218988577,0.876191942,0.646960454,0.927097557,0.249528571,0.402626248,0.883068617,0.569616319,0.320573061,0.033232745,0.430773604,0.976506199
69,0.630272178,0.279054921,0.682048707,0.321600293,0.896224551,0.403277828,0.653552393,0.311878274,0.754812971,0.646644042,0.210910341,0.058734403,0.715910597,0.267839878,0.94913231,0.308417511,0.064239685,0.468814948,0.071006767,0.794012554,0.754796531,0.269790076,0.071987624,0.921852558,0.667786943
70,0.472696845,0.630036904,0.565601122,0.51508093,0.566924902,0.553792965,0.111529183,0.429400331,0.354813695,0.171713178,0.339201563,0.098447415,0.790434837,0.828691687,0.757055345,0.152008466,0.144347264,0.820345487,0.015092606,0.067268919,0.308852459,0.864110706,0.291759247,0.599394772,0.694091712
71,0.98760292,0.604695567,0.606130777,0.364874642,0.572494757,0.907925209,0.959446093,0.968120872,0.173817546,0.275662028,0.792220398,0.679221314,0.175464195,0.491222738,0.816364656,0.548902116,0.532760136,0.134765617,0.89262847,0.084736578,0.061392974,0.300691332,0.849140479,0.724443958,0.423808216
72,0.279100963,0.612644049,0.858325772,0.603096122,0.898539845,0.695365423,0.712602327,0.775593434,0.69116586,0.2624401,0.747669937,0.045203911,0.56261771,0.429240787,0.593946214,0.008693543,0.687455234,0.554739662,0.824659326,0.271237786,0.01620086,0.467949695,0.992827035,0.668939493,0.780270567
73,0.858781142,0.546858209,0.252367696,0.516119507,0.168613748,0.852195971,0.265882126,0.475822984,0.370095624,0.433883632,0.686710569,0.608104716,0.256712635,0.577979133,0.523741638,0.241600856,0.973701693,0.492869638,0.15486844,0.966368001,0.951695727,0.660481413,0.340055077,0.434966331,0.317276394
74,0.173318983,0.721298763,0.366354952,0.288423989,0.179175181,0.660646304,0.494414501,0.046690649,0.087281252,0.260528665,0.485400328,0.577166174,0.220111671,0.268366008,0.293304159,0.127559375,0.821797448,0.339810183,0.286551297,0.729666366,0.342713004,0.924912105,0.020071754,0.704437785,0.583055867
75,0.710295579,0.392956006,0.00056189,0.145775502,0.40211226,0.642224489,0.523885448,0.759120614,0.118819113,0.926711285,0.673434388,0.004522798,0.91316087,0.42698537,0.120196435,0.541387868,0.410313989,0.788779752,0.978338909,0.838282561,0.777496363,0.886629924,0.727698056,0.748505377,0.183770649
76,0.10835818,0.018387452,0.894962585,0.525083991,0.415368937,0.812237072,0.507971495,0.982670042,0.19866822,0.636432497,0.925032895,0.907010595,0.136498934,0.471218226,0.813235626,0.038245243,0.480654689,0.585225616,0.343324532,0.096721731,0.604537141,0.043046057,0.105861338,0.848104198,0.171622539
77,0.701364304,0.457087013,0.444453274,0.185472443,0.678283119,0.962001705,0.733462917,0.472506932,0.187401144,0.579358544,0.392405626,0.122545692,0.808693461,0.252199825,0.444533633,0.958033603,0.725973775,0.869392417,0.459563738,0.400442979,0.877087734,0.085152932,0.967598791,0.936477377,0.386581861
78,0.154845249,0.60824783,0.754668931,0.412083673,0.290920613,0.436389963,0.443831043,0.185945898,0.394168894,0.241990246,0.518417282,0.828963723,0.983418601,0.544816699,0.785183152,0.825975636,0.131094712,0.60334188,0.249605739,0.851100035,0.225500817,0.60136082,0.129225858,0.421286476,0.939472266
79,0.967310084,0.761892676,0.832728023,0.945046431,0.452332289,0.912072513,0.189110449,0.618570795,0.472008731,0.708884397,0.149873427,0.412688973,0.159110002,0.370797561,0.657644256,0.142288515,0.897512897,0.624186924,0.168564472,0.832704389,0.947566785,0.586505277,0.14147069,0.655121702,0.907586434
80,0.929018924,0.380067257,0.093489817,0.705225593,0.170209025,0.376227545,0.580866414,0.632155941,0.164463594,0.438497055,0.009073889,0.331267632,0.9020893,0.79140777,0.705075259,0.986483847,0.491237555,0.69668985,0.301991217,0.073507108,0.266543243,0.069382226,0.720970286,0.936654657,0.798367626
81,0.695624032,0.54098156,0.01343861,0.414474405,0.515398661,0.894189952,0.472883058,0.899490969,0.112583312,0.891315847,0.438905719,0.981045696,0.805077691,0.890226809,0.899169504,0.018091603,0.554547103,0.846876369,0.050820014,0.626747271,0.231684308,0.74260208,0.120892192,0.042431978,0.381063681
82,0.687853596,0.805515615,0.429475756,0.855074822,0.320656959,0.769479805,0.423055596,0.648872413,0.812414957,0.274444264,0.592872027,0.751370609,0.049363585,0.598667307,0.586402243,0.485833491,0.122391237,0.111944801,0.051471615,0.072020876,0.800625804,0.390744969,0.950410147,0.616650857,0.924496321
83,0.865682213,0.258250187,0.317996955,0.76902418,0.799626962,0.127203358,0.484772766,0.813038157,0.561588433,0.533246097,0.153963887,0.773345303,0.869570817,0.881260468,0.83975616,0.107079616,0.461013447,0.598382658,0.523376712,0.174704001,0.867545783,0.248104547,0.680597146,0.118813516,0.072330883
84,0.101376364,0.002994971,0.779254352,0.467055448,0.561146099,0.958616317,0.699609962,0.085564905,0.430592319,0.310519352,0.815217587,0.087226206,0.220030711,0.050568305,0.697465929,0.778592609,0.026104414,0.549611675,0.072861599,0.173740065,0.87749393,0.274092438,0.534368337,0.746134811,0.159173038
85,0.387038624,0.491425965,0.050933587,0.256951472,0.901710602,0.705443227,0.852968929,0.087208018,0.977805957,0.781409112,0.069289878,0.448400929,0.023865101,0.149791075,0.630700192,0.788040643,0.734705406,0.438062374,0.165214143,0.859985185,0.778855455,0.601809569,0.444687848,0.562930384,0.972393704
86,0.894843537,0.400377766,0.879991541,0.709838008,0.63525281,0.236441825,0.520963362,0.008091303,0.209939912,0.432248835,0.089444806,0.452764769,0.857941139,0.2410102,0.320776999,0.298666699,0.959117424,0.910072002,0.603024039,0.171644362,0.180763268,0.390056046,0.684556203,0.585773135,0.049495217
87,0.039293065,0.915035753,0.005764377,0.946323195,0.630763828,0.796387592,0.587052169,0.460338791,0.360181648,0.937258818,0.026537057,0.496285265,0.008301526,0.297879746,0.820842592,0.688992287,0.462116486,0.073103505,0.646579818,0.989168091,0.277692208,0.928469451,0.069442256,0.176222548,0.48689703
88,0.371438876,0.574324485,0.826092948,0.655498748,0.631884562,0.930695945,0.806320881,0.523036509,0.812209727,0.418405089,0.178765431,0.631893916,0.867226288,0.032220637,0.81164844,0.195452627,0.145733213,0.26103676,0.515494619,0.857514471,0.645427544,0.053178162,0.671115928,0.902028277,0.278429044
89,0.876912883,0.049503569,0.681977387,0.62983034,0.780198686,0.24713398,0.657916492,0.535517367,0.320770497,0.019289744,0.501427028,0.469577579,0.190117407,0.627492904,0.661763474,0.772881815,0.584331226,0.185977966,0.69043757,0.246979333,0.56116408,0.652660135,0.2312317,0.762909383,0.531375361
90,0.522229006,0.309306352,0.589490088,0.828079573,0.197348648,0.075331078,0.522055621,0.176099796,0.627290666,0.784229369,0.8868786,0.776397529,0.652572885,0.871338487,0.34540347,0.082502346,0.970239297,0.760338768,0.963171031,0.105396286,0.42177605,0.98953169,0.929351124,0.827834636,0.735519877
